filename,date,year,month,day,language,pages
"Erläuterungen_des_Bundesrates_(07.03.1993)(PDF,_728_kB,_07.03.1993).pdf",1993-03-07,1993,3,7,de,24
"Erläuterungen_des_Bundesrates_(07.03.2010)(PDF,_1_MB,_07.03.2010).pdf",2010-03-07,2010,3,7,de,32
"Erläuterungen_des_Bundesrates_(07.03.2021)(PDF,_2_MB,_18.08.2021).pdf",2021-03-07,2021,3,7,de,56
"Erläuterungen_des_Bundesrates_(07.06.1998)(PDF,_343_kB,_07.06.1998).pdf",1998-06-07,1998,6,7,de,5
"Erläuterungen_des_Bundesrates_(07.12.1986)(PDF,_5_MB,_07.12.1986).pdf",1986-12-07,1986,12,7,de,8
"Erläuterungen_des_Bundesrates_(08.02.2004)(PDF,_372_kB,_08.02.2004).pdf",2004-02-08,2004,2,8,de,31
"Erläuterungen_des_Bundesrates_(08.02.2009)(PDF,_1_MB,_01.12.2008).pdf",2009-02-08,2009,2,8,de,24
"Erläuterungen_des_Bundesrates_(08.03.2015)(PDF,_277_kB,_08.03.2015).pdf",2015-03-08,2015,3,8,de,24
"Erläuterungen_des_Bundesrates_(08.03.2026)(PDF,_1_MB,_17.02.2026).pdf",2026-03-08,2026,3,8,de,72
"Erläuterungen_des_Bundesrates_(08.06.1997)(PDF,_674_kB,_08.06.1997).pdf",1997-06-08,1997,6,8,de,24
"Erläuterungen_des_Bundesrates_(09.02.2003)(PDF,_235_kB,_09.02.2003).pdf",2003-02-09,2003,2,9,de,16
"Erläuterungen_des_Bundesrates_(09.02.2014)(PDF,_1_MB,_09.02.2014).pdf",2014-02-09,2014,2,9,de,40
"Erläuterungen_des_Bundesrates_(09.02.25)(PDF,_576_kB,_08.07.2025).pdf",2025-07-08,2025,7,8,de,16
"Erläuterungen_des_Bundesrates_(09.06.1985)(PDF,_5_MB,_09.06.1985).pdf",1985-06-09,1985,6,9,de,8
"Erläuterungen_des_Bundesrates_(09.06.1996)(PDF,_1001_kB,_09.06.1996).pdf",1996-06-09,1996,6,9,de,32
"Erläuterungen_des_Bundesrates_(09.06.2013)(PDF,_747_kB,_09.06.2013).pdf",2013-06-09,2013,6,9,de,32
"Erläuterungen_des_Bundesrates_(09.06.24)(PDF,_2_MB,_10.07.2024).pdf",2024-07-10,2024,7,10,de,88
"Erläuterungen_des_Bundesrates_(09.2.2020)(PDF,_2_MB,_23.04.2020).pdf",2020-04-23,2020,4,23,de,32
"Erläuterungen_des_Bundesrates_(10.02.2019)(PDF,_291_kB,_19.07.2019).pdf",2019-02-10,2019,2,10,de,24
"Erläuterungen_des_Bundesrates_(10.03.1985)(PDF,_5_MB,_10.03.1985).pdf",1985-03-10,1985,3,10,de,8
"Erläuterungen_des_Bundesrates_(10.03.1996)(PDF,_648_kB,_10.03.1996).pdf",1996-03-10,1996,3,10,de,24
"Erläuterungen_des_Bundesrates_(10.06.2001)(PDF,_99_kB,_10.06.2001).pdf",2001-06-10,2001,6,10,de,15
"Erläuterungen_des_Bundesrates_(10.06.2018)(PDF,_1_MB,_11.04.2018).pdf",2018-06-10,2018,6,10,de,80
"Erläuterungen_des_Bundesrates_(11.03.2007)(PDF,_181_kB,_22.01.2007).pdf",2007-03-11,2007,3,11,de,16
"Erläuterungen_des_Bundesrates_(11.03.2012)(PDF,_602_kB,_11.03.2012).pdf",2012-03-11,2012,3,11,de,56
"Erläuterungen_des_Bundesrates_(12.02.2017)(PDF,_752_kB,_12.02.2017).pdf",2017-02-12,2017,2,12,de,48
"Erläuterungen_des_Bundesrates_(12.03.1995)(PDF,_1018_kB,_12.03.1995).pdf",1995-03-12,1995,3,12,de,32
"Erläuterungen_des_Bundesrates_(12.03.2000)(PDF,_451_kB,_12.03.2000).pdf",2000-03-12,2000,3,12,de,40
"Erläuterungen_des_Bundesrates_(12.06.1977)(PDF,_5_MB,_12.06.1977).pdf",1977-06-12,1977,6,12,de,8
"Erläuterungen_des_Bundesrates_(12.06.1988)(PDF,_5_MB,_12.06.1988).pdf",1988-06-12,1988,6,12,de,8
"Erläuterungen_des_Bundesrates_(12.06.1994)(PDF,_796_kB,_12.06.1994).pdf",1994-06-12,1994,6,12,de,24
"Erläuterungen_des_Bundesrates_(13.02.2011)(PDF,_585_kB,_13.02.2011).pdf",2011-02-13,2011,2,13,de,16
"Erläuterungen_des_Bundesrates_(13.02.2022)(PDF,_849_kB,_07.01.2022).pdf",2022-02-13,2022,2,13,de,64
"Erläuterungen_des_Bundesrates_(13.06.1999)(PDF,_1_MB,_13.06.1999).pdf",1999-06-13,1999,6,13,de,80
"Erläuterungen_des_Bundesrates_(13.06.2021)(PDF,_1_MB,_18.08.2021).pdf",2021-06-13,2021,6,13,de,144
"Erläuterungen_des_Bundesrates_(14.06.1981)(PDF,_5_MB,_14.06.1981).pdf",1981-06-14,1981,6,14,de,8
"Erläuterungen_des_Bundesrates_(14.06.2015)(PDF,_492_kB,_14.06.2015).pdf",2015-06-14,2015,6,14,de,64
"Erläuterungen_des_Bundesrates_(15.05.2022)(PDF,_1_MB,_17.08.2022).pdf",2022-05-15,2022,5,15,de,56
"Erläuterungen_des_Bundesrates_(16.02.1992)(PDF,_526_kB,_16.02.1992).pdf",1992-02-16,1992,2,16,de,16
"Erläuterungen_des_Bundesrates_(16.03.1986)(PDF,_3_MB,_16.03.1986).pdf",1986-03-16,1986,3,16,de,4
"Erläuterungen_des_Bundesrates_(16.05.2004)(PDF,_918_kB,_16.05.2004).pdf",2004-05-16,2004,5,16,de,64
"Erläuterungen_des_Bundesrates_(17.05.1992)(PDF,_2_MB,_17.05.1992).pdf",1992-05-17,1992,5,17,de,80
"Erläuterungen_des_Bundesrates_(17.05.2009)(PDF,_1_MB,_13.03.2009).pdf",2009-05-17,2009,5,17,de,32
"Erläuterungen_des_Bundesrates_(17.06.2007)(PDF,_1_MB,_27.04.2007).pdf",2007-06-17,2007,6,17,de,40
"Erläuterungen_des_Bundesrates_(17.06.2012)(PDF,_555_kB,_17.06.2012).pdf",2012-06-17,2012,6,17,de,40
"Erläuterungen_des_Bundesrates_(18.02.1979)(PDF,_4_MB,_18.02.1979).pdf",1979-02-18,1979,2,18,de,8
"Erläuterungen_des_Bundesrates_(18.04.1999)(PDF,_171_kB,_18.04.1999).pdf",1999-04-18,1999,4,18,de,8
"Erläuterungen_des_Bundesrates_(18.05.2003)(PDF,_439_kB,_18.05.2003).pdf",2003-05-18,2003,5,18,de,56
"Erläuterungen_des_Bundesrates_(18.05.2014)(PDF,_482_kB,_18.05.2014).pdf",2014-05-18,2014,5,18,de,48
"Erläuterungen_des_Bundesrates_(18.06.2023)(PDF,_1_MB,_18.06.2023).pdf",2023-06-18,2023,6,18,de,56
"Erläuterungen_des_Bundesrates_(19.05.2019)(PDF,_830_kB,_19.07.2019).pdf",2019-05-19,2019,5,19,de,56
"Erläuterungen_des_Bundesrates_(20.02.1994)(PDF,_1_MB,_20.02.1994).pdf",1994-02-20,1994,2,20,de,40
"Erläuterungen_des_Bundesrates_(20.05.1979)(PDF,_7_MB,_20.05.1979).pdf",1979-05-20,1979,5,20,de,12
"Erläuterungen_des_Bundesrates_(20.05.1984)(PDF,_5_MB,_20.05.1984).pdf",1984-05-20,1984,5,20,de,8
"Erläuterungen_des_Bundesrates_(21.05.2000)(PDF,_383_kB,_21.05.2000).pdf",2000-05-21,2000,5,21,de,16
"Erläuterungen_des_Bundesrates_(21.05.2006)(PDF,_154_kB,_21.05.2006).pdf",2006-05-21,2006,5,21,de,16
"Erläuterungen_des_Bundesrates_(21.05.2017)(PDF,_603_kB,_21.05.2017).pdf",2017-05-21,2017,5,21,de,64
"Erläuterungen_des_Bundesrates_(22.09.1985)(PDF,_16_MB,_22.09.1985).pdf",1985-09-22,1985,9,22,de,24
"Erläuterungen_des_Bundesrates_(22.09.2002)(PDF,_1_MB,_22.09.2002).pdf",2002-09-22,2002,9,22,de,32
"Erläuterungen_des_Bundesrates_(22.09.2013)(PDF,_1_MB,_22.09.2013).pdf",2013-09-22,2013,9,22,de,64
"Erläuterungen_des_Bundesrates_(22.09.24)(PDF,_2_MB,_07.10.2024).pdf",2024-10-07,2024,10,7,de,40
"Erläuterungen_des_Bundesrates_(23.09.1984)(PDF,_6_MB,_23.09.1984).pdf",1984-09-23,1984,9,23,de,8
"Erläuterungen_des_Bundesrates_(23.09.1990)(PDF,_886_kB,_23.09.1990).pdf",1990-09-23,1990,9,23,de,32
"Erläuterungen_des_Bundesrates_(23.09.2012)(PDF,_3_MB,_23.09.2012).pdf",2012-09-23,2012,9,23,de,32
"Erläuterungen_des_Bundesrates_(24.02.2008)(PDF,_776_kB,_17.12.2007).pdf",2008-02-24,2008,2,24,de,32
"Erläuterungen_des_Bundesrates_(24.09.1978)(PDF,_2_MB,_24.09.1978).pdf",1978-09-24,1978,9,24,de,4
"Erläuterungen_des_Bundesrates_(24.09.2000)(PDF,_164_kB,_24.09.2000).pdf",2000-09-24,2000,9,24,de,28
"Erläuterungen_des_Bundesrates_(24.09.2006)(PDF,_743_kB,_24.09.2006).pdf",2006-09-24,2006,9,24,de,104
"Erläuterungen_des_Bundesrates_(24.09.2017)(PDF,_804_kB,_24.09.2017).pdf",2017-09-24,2017,9,24,de,64
"Erläuterungen_des_Bundesrates_(24.11.2002)(PDF,_369_kB,_24.11.2002).pdf",2002-11-24,2002,11,24,de,40
"Erläuterungen_des_Bundesrates_(24.11.2013)(PDF,_1_MB,_24.11.2013).pdf",2013-11-24,2013,11,24,de,48
"Erläuterungen_des_Bundesrates_(24.11.24)(PDF,_1_MB,_07.10.2024).pdf",2024-10-07,2024,10,7,de,72
"Erläuterungen_des_Bundesrates_(25.06.1995)(PDF,_1_MB,_25.06.1995).pdf",1995-06-25,1995,6,25,de,64
"Erläuterungen_des_Bundesrates_(25.09.1994)(PDF,_435_kB,_25.09.1994).pdf",1994-09-25,1994,9,25,de,16
"Erläuterungen_des_Bundesrates_(25.09.2005)(PDF,_368_kB,_25.09.2005).pdf",2005-09-25,2005,9,25,de,24
"Erläuterungen_des_Bundesrates_(25.09.2016)(PDF,_1_MB,_25.09.2016).pdf",2016-09-25,2016,9,25,de,88
"Erläuterungen_des_Bundesrates_(25.09.2022)(PDF,_1_MB,_17.08.2022).pdf",2022-09-25,2022,9,25,de,80
"Erläuterungen_des_Bundesrates_(25.11.2012)(PDF,_809_kB,_25.11.2012).pdf",2012-11-25,2012,11,25,de,56
"Erläuterungen_des_Bundesrates_(26.02.1978)(PDF,_1_MB,_26.02.1978).pdf",1978-02-26,1978,2,26,de,20
"Erläuterungen_des_Bundesrates_(26.02.1984)(PDF,_6_MB,_26.02.1984).pdf",1984-02-26,1984,2,26,de,8
"Erläuterungen_des_Bundesrates_(26.09.1993)(PDF,_1_MB,_26.09.1993).pdf",1993-09-26,1993,9,26,de,32
"Erläuterungen_des_Bundesrates_(26.09.2004)(PDF,_839_kB,_26.09.2004).pdf",2004-09-26,2004,9,26,de,40
"Erläuterungen_des_Bundesrates_(26.09.2010)(PDF,_1_MB,_26.09.2010).pdf",2010-09-26,2010,9,26,de,24
"Erläuterungen_des_Bundesrates_(26.09.2021)(PDF,_735_kB,_18.08.2021).pdf",2021-09-26,2021,9,26,de,40
"Erläuterungen_des_Bundesrates_(26.11.1989)(PDF,_6_MB,_26.11.1989).pdf",1989-11-26,1989,11,26,de,8
"Erläuterungen_des_Bundesrates_(26.11.2000)(PDF,_331_kB,_26.11.2000).pdf",2000-11-26,2000,11,26,de,48
"Erläuterungen_des_Bundesrates_(26.11.2006)(PDF,_513_kB,_28.09.2006).pdf",2006-11-26,2006,11,26,de,40
"Erläuterungen_des_Bundesrates_(27.02.1983)(PDF,_5_MB,_27.02.1983).pdf",1983-02-27,1983,2,27,de,8
"Erläuterungen_des_Bundesrates_(27.09.1992)(PDF,_2_MB,_27.09.1992).pdf",1992-09-27,1992,9,27,de,80
"Erläuterungen_des_Bundesrates_(27.09.1998)(PDF,_469_kB,_27.09.1998).pdf",1998-09-27,1998,9,27,de,32
"Erläuterungen_des_Bundesrates_(27.09.2009)(PDF,_1_MB,_27.07.2009).pdf",2009-09-27,2009,9,27,de,24
"Erläuterungen_des_Bundesrates_(27.09.2020)(PDF,_919_kB,_01.10.2020).pdf",2020-09-27,2020,9,27,de,88
"Erläuterungen_des_Bundesrates_(27.11.2005)(PDF,_336_kB,_27.11.2005).pdf",2005-11-27,2005,11,27,de,24
"Erläuterungen_des_Bundesrates_(27.11.2016)(PDF,_270_kB,_27.11.2016).pdf",2016-11-27,2016,11,27,de,16
"Erläuterungen_des_Bundesrates_(28.02.2016)(PDF,_552_kB,_28.02.2016).pdf",2016-02-28,2016,2,28,de,56
"Erläuterungen_des_Bundesrates_(28.05.1978)(PDF,_11_MB,_28.05.1978).pdf",1978-05-28,1978,5,28,de,20
"Erläuterungen_des_Bundesrates_(28.09.1986)(PDF,_8_MB,_28.09.1986).pdf",1986-09-28,1986,9,28,de,12
"Erläuterungen_des_Bundesrates_(28.09.2014)(PDF,_254_kB,_28.09.2014).pdf",2014-09-28,2014,9,28,de,24
"Erläuterungen_des_Bundesrates_(28.09.2025)(PDF,_1_MB,_17.02.2026).pdf",2025-09-28,2025,9,28,de,48
"Erläuterungen_des_Bundesrates_(28.11.1982)(PDF,_2_MB,_28.11.1982).pdf",1982-11-28,1982,11,28,de,4
"Erläuterungen_des_Bundesrates_(28.11.1993)(PDF,_859_kB,_28.11.1993).pdf",1993-11-28,1993,11,28,de,24
"Erläuterungen_des_Bundesrates_(28.11.2004)(PDF,_564_kB,_28.11.2004).pdf",2004-11-28,2004,11,28,de,39
"Erläuterungen_des_Bundesrates_(28.11.2010)(PDF,_1_MB,_24.09.2010).pdf",2010-11-28,2010,11,28,de,32
"Erläuterungen_des_Bundesrates_(28.11.2021)(PDF,_581_kB,_05.10.2021).pdf",2021-11-28,2021,11,28,de,48
"Erläuterungen_des_Bundesrates_(29.11.1981)(PDF,_3_MB,_29.11.1981).pdf",1981-11-29,1981,11,29,de,4
"Erläuterungen_des_Bundesrates_(29.11.1998)(PDF,_761_kB,_29.11.1998).pdf",1998-11-29,1998,11,29,de,40
"Erläuterungen_des_Bundesrates_(29.11.2009)(PDF,_1_MB,_28.09.2009).pdf",2009-11-29,2009,11,29,de,32
"Erläuterungen_des_Bundesrates_(29.11.2020)(PDF,_392_kB,_18.08.2021).pdf",2020-11-29,2020,11,29,de,32
"Erläuterungen_des_Bundesrates_(30.11.1980)(PDF,_7_MB,_30.11.1980).pdf",1980-11-30,1980,11,30,de,8
"Erläuterungen_des_Bundesrates_(30.11.2008)(PDF,_1_MB,_29.09.2008).pdf",2008-11-30,2008,11,30,de,64
"Erläuterungen_des_Bundesrates_(30.11.2014)(PDF,_396_kB,_30.11.2014).pdf",2014-11-30,2014,11,30,de,40
"Erläuterungen_des_Bundesrates_(30.11.2025)(PDF,_652_kB,_17.02.2026).pdf",2025-11-30,2025,11,30,de,32
"Erläuterungen_des_Bundesrats_(23.09.2018)(PDF,_491_kB,_01.02.2019).pdf",2018-09-23,2018,9,23,de,40
"Erläuterungen_des_Bundesrats_(25.11.2018)(PDF,_410_kB,_01.02.2019).pdf",2018-11-25,2018,11,25,de,40
"Explications_du_Conseil_fédéral_(01.04.1990)(PDF,_2_MB,_01.04.1990).pdf",1990-04-01,1990,4,1,fr,80
"Explications_du_Conseil_fédéral_(01.06.2008)(PDF,_291_kB,_08.04.2008).pdf",2008-06-01,2008,6,1,fr,40
"Explications_du_Conseil_fédéral_(01.12.1985)(PDF,_2_MB,_01.12.1985).pdf",1985-12-01,1985,12,1,fr,4
"Explications_du_Conseil_fédéral_(01.12.1996)(PDF,_911_kB,_01.12.1996).pdf",1996-12-01,1996,12,1,fr,24
"Explications_du_Conseil_fédéral_(02.03.1980)(PDF,_2_MB,_02.03.1980).pdf",1980-03-02,1980,3,2,fr,4
"Explications_du_Conseil_fédéral_(02.06.1991)(PDF,_744_kB,_02.06.1991).pdf",1991-06-02,1991,6,2,fr,24
"Explications_du_Conseil_fédéral_(02.06.2002)(PDF,_206_kB,_02.06.2002).pdf",2002-06-02,2002,6,2,fr,16
"Explications_du_Conseil_fédéral_(02.12.1984)(PDF,_5_MB,_02.12.1984).pdf",1984-12-02,1984,12,2,fr,8
"Explications_du_Conseil_fédéral_(02.12.2001)(PDF,_325_kB,_02.12.2001).pdf",2001-12-02,2001,12,2,fr,46
"Explications_du_Conseil_fédéral_(03.03.1991)(PDF,_1_MB,_03.03.1991).pdf",1991-03-03,1991,3,3,fr,16
"Explications_du_Conseil_fédéral_(03.03.2002)(PDF,_284_kB,_03.03.2002).pdf",2002-03-03,2002,3,3,fr,28
"Explications_du_Conseil_fédéral_(03.03.2013)(PDF,_625_kB,_03.03.2013).pdf",2013-03-03,2013,3,3,fr,40
"Explications_du_Conseil_fédéral_(03.03.2024)(PDF,_741_kB,_10.07.2024).pdf",2024-03-03,2024,3,3,fr,32
"Explications_du_Conseil_fédéral_(03.12.1978)(PDF,_10_MB,_03.12.1978).pdf",1978-12-03,1978,12,3,fr,32
"Explications_du_Conseil_fédéral_(04.03.2001)(PDF,_95_kB,_04.03.2001).pdf",2001-03-04,2001,3,4,fr,18
"Explications_du_Conseil_fédéral_(04.03.2018)(PDF,_927_kB,_04.03.2018).pdf",2018-03-04,2018,3,4,fr,32
"Explications_du_Conseil_fédéral_(04.06.1989)(PDF,_1_MB,_04.06.1989).pdf",1989-06-04,1989,6,4,fr,4
"Explications_du_Conseil_fédéral_(04.12.1983)(PDF,_1_MB,_04.12.1983).pdf",1983-12-04,1983,12,4,fr,4
"Explications_du_Conseil_fédéral_(04.12.1988)(PDF,_3_MB,_04.12.1988).pdf",1988-12-04,1988,12,4,fr,12
"Explications_du_Conseil_fédéral_(04.12.1994)(PDF,_2_MB,_04.12.1994).pdf",1994-12-04,1994,12,4,fr,64
"Explications_du_Conseil_fédéral_(05.04.1981)(PDF,_1_MB,_05.04.1981).pdf",1981-04-05,1981,4,5,fr,4
"Explications_du_Conseil_fédéral_(05.04.1987)(PDF,_4_MB,_05.04.1987).pdf",1987-04-05,1987,4,5,fr,16
"Explications_du_Conseil_fédéral_(05.06.2005)(PDF,_680_kB,_05.06.2005).pdf",2005-06-05,2005,6,5,fr,78
"Explications_du_Conseil_fédéral_(05.06.2016)(PDF,_710_kB,_05.06.2016).pdf",2016-06-05,2016,6,5,fr,88
"Explications_du_Conseil_fédéral_(06.06.1982)(PDF,_7_MB,_06.06.1982).pdf",1982-06-06,1982,6,6,fr,24
"Explications_du_Conseil_fédéral_(06.06.1993)(PDF,_585_kB,_06.06.1993).pdf",1993-06-06,1993,6,6,fr,16
"Explications_du_Conseil_fédéral_(06.12.1987)(PDF,_6_MB,_06.12.1987).pdf",1987-12-06,1987,12,6,fr,20
"Explications_du_Conseil_fédéral_(06.12.1992)(PDF,_1_MB,_06.12.1992).pdf",1992-12-06,1992,12,6,fr,64
"Explications_du_Conseil_fédéral_(07.02.1999)(PDF,_541_kB,_07.02.1999).pdf",1999-02-07,1999,2,7,fr,34
"Explications_du_Conseil_fédéral_(07.03.1993)(PDF,_765_kB,_07.03.1993).pdf",1993-03-07,1993,3,7,fr,24
"Explications_du_Conseil_fédéral_(07.03.2010)(PDF,_1_MB,_15.01.2010).pdf",2010-03-07,2010,3,7,fr,32
"Explications_du_Conseil_fédéral_(07.03.2021)(PDF,_686_kB,_18.08.2021).pdf",2021-03-07,2021,3,7,fr,56
"Explications_du_Conseil_fédéral_(07.06.1998)(PDF,_918_kB,_07.06.1998).pdf",1998-06-07,1998,6,7,fr,24
"Explications_du_Conseil_fédéral_(07.12.1986)(PDF,_2_MB,_07.12.1986).pdf",1986-12-07,1986,12,7,fr,8
"Explications_du_Conseil_fédéral_(08.02.2004)(PDF,_342_kB,_08.02.2004).pdf",2004-02-08,2004,2,8,fr,26
"Explications_du_Conseil_fédéral_(08.02.2009)(PDF,_1_MB,_01.12.2008).pdf",2009-02-08,2009,2,8,fr,24
"Explications_du_Conseil_fédéral_(08.03.2015)(PDF,_291_kB,_08.03.2015).pdf",2015-03-08,2015,3,8,fr,24
"Explications_du_Conseil_fédéral_(08.03.2026)(PDF,_1_MB,_17.02.2026).pdf",2026-03-08,2026,3,8,fr,72
"Explications_du_Conseil_fédéral_(08.06.1997)(PDF,_738_kB,_08.06.1997).pdf",1997-06-08,1997,6,8,fr,24
"Explications_du_Conseil_fédéral_(09.02.2003)(PDF,_234_kB,_09.02.2003).pdf",2003-02-09,2003,2,9,fr,16
"Explications_du_Conseil_fédéral_(09.02.2014)(PDF,_1016_kB,_09.02.2014).pdf",2014-02-09,2014,2,9,fr,40
"Explications_du_Conseil_fédéral_(09.02.2020)(PDF,_2_MB,_09.02.2020).pdf",2020-02-09,2020,2,9,fr,32
"Explications_du_Conseil_fédéral_(09.02.2025)(PDF,_562_kB,_08.07.2025).pdf",2025-02-09,2025,2,9,fr,16
"Explications_du_Conseil_fédéral_(09.06.1985)(PDF,_2_MB,_09.06.1985).pdf",1985-06-09,1985,6,9,fr,8
"Explications_du_Conseil_fédéral_(09.06.1996)(PDF,_1002_kB,_09.06.1996).pdf",1996-06-09,1996,6,9,fr,32
"Explications_du_Conseil_fédéral_(09.06.2013)(PDF,_649_kB,_09.06.2013).pdf",2013-06-09,2013,6,9,fr,32
"Explications_du_Conseil_fédéral_(09.06.2024)(PDF,_2_MB,_10.07.2024).pdf",2024-06-09,2024,6,9,fr,88
"Explications_du_Conseil_fédéral_(10.02.2019)(PDF,_289_kB,_10.02.2019).pdf",2019-02-10,2019,2,10,fr,24
"Explications_du_Conseil_fédéral_(10.03.1985)(PDF,_2_MB,_10.03.1985).pdf",1985-03-10,1985,3,10,fr,8
"Explications_du_Conseil_fédéral_(10.03.1996)(PDF,_655_kB,_10.03.1996).pdf",1996-03-10,1996,3,10,fr,24
"Explications_du_Conseil_fédéral_(10.06.2001)(PDF,_100_kB,_10.06.2001).pdf",2001-06-10,2001,6,10,fr,15
"Explications_du_Conseil_fédéral_(10.06.2018)(PDF,_1_MB,_11.04.2018).pdf",2018-06-10,2018,6,10,fr,80
"Explications_du_Conseil_fédéral_(11.03.2007)(PDF,_173_kB,_22.01.2007).pdf",2007-03-11,2007,3,11,fr,16
"Explications_du_Conseil_fédéral_(11.03.2012)(PDF,_595_kB,_11.03.2012).pdf",2012-03-11,2012,3,11,fr,56
"Explications_du_Conseil_fédéral_(12.02.2017)(PDF,_783_kB,_12.02.2017).pdf",2017-02-12,2017,2,12,fr,48
"Explications_du_Conseil_fédéral_(12.03.1995)(PDF,_1023_kB,_12.03.1995).pdf",1995-03-12,1995,3,12,fr,32
"Explications_du_Conseil_fédéral_(12.03.2000)(PDF,_438_kB,_12.03.2000).pdf",2000-03-12,2000,3,12,fr,40
"Explications_du_Conseil_fédéral_(12.06.1977)(PDF,_2_MB,_12.06.1977).pdf",1977-06-12,1977,6,12,fr,8
"Explications_du_Conseil_fédéral_(12.06.1988)(PDF,_2_MB,_12.06.1988).pdf",1988-06-12,1988,6,12,fr,8
"Explications_du_Conseil_fédéral_(12.06.1994)(PDF,_808_kB,_12.06.1994).pdf",1994-06-12,1994,6,12,fr,24
"Explications_du_Conseil_fédéral_(13.02.2011)(PDF,_593_kB,_13.02.2011).pdf",2011-02-13,2011,2,13,fr,16
"Explications_du_Conseil_fédéral_(13.02.2022)(PDF,_882_kB,_07.01.2022).pdf",2022-02-13,2022,2,13,fr,64
"Explications_du_Conseil_fédéral_(13.06.1999)(PDF,_1_MB,_13.06.1999).pdf",1999-06-13,1999,6,13,fr,80
"Explications_du_Conseil_fédéral_(13.06.2021)(PDF,_1_MB,_18.08.2021).pdf",2021-06-13,2021,6,13,fr,144
